"","CODVENTA","DESCRIPCION"
"6326","RO1900593","Tinto Reserva 94"
"6327","RO1900593","Sangiovese 96"
"6328","RO1900593","Camembert"
"6329","RO1900593","Idiazabal"
"6330","RO1900594","Bordeaux 97"
"6331","RO1900594","Camembert"
"6332","RO1900595","Chardonnay 98"
"6333","RO1900595","Cabernet Sauvignon Reserva 93"
"6334","RO1900595","Tinto Reserva 95/96"
"6335","RO1900595","Blanc de Blancs Brut Premier Cru"
"6336","RO1900595","Chablis Chardonnay 98"
"6337","RO1900596","Merlot 97"
"6338","RO1900596","Chablis Chardonnay 97/98"
"6339","RO1900596","Leyden"
"6340","RO1900597","Bordeaux 97"
"6341","RO1900597","Scotch Whiskey 15 años"
"6342","RO1900597","Layden Gin"
"6343","RO1900597","Gruyère de Comté"
"6344","RO1900598","Mature Cheddar"
"6345","RO1900598","Provolone"
"6346","RO1900598","Tinto Reserva 95"
"6347","RO1900599","Swiss Emmental"
"6348","RO1900599","Chablis Chardonnay 97/98"
"6349","RO1900600","Bordeaux 97"
"6350","RO1900600","Cabernet Sauvignon 98"
"6351","RO1900601","Chardonnay 97"
"6352","RO1900602","Turrón de Jijona"
"6353","RO1900602","Merlot 99"
"6354","RO1900602","Reserve Chardonnay 97"
"6355","RO1900603","Tinto Gran Reserva 91"
"6356","RO1900603","Merlot 99"
"6357","RO1900604","Tinto Gran Reserva 91"
"6358","RO1900604","Tinto Reserva 96"
"6359","RO1900605","Tinto Reserva 95"
"6360","RO1900605","Provolone"
"6361","RO1900606","Semillon 99"
"6362","RO1900606","Provolone"
"6363","RO1900607","Taleggio"
"6364","RO1900608","Monte Veronese"
"6365","RO1900608","Tinto Reserva 95"
"6366","RO1900609","Camembert"
"6367","RO1900609","Mature Cheddar"
"6368","RO1900610","Edam"
"6369","RO1900610","Tinto Gran Reserva 82"
"6370","RO1900611","Bordeaux 97"
"6371","RO1900611","Manchego"
"6372","RO1900611","Danish Crumbly Blue"
"6373","RO1900611","RocheBaron Creamy Blue"
"6374","RO1900612","Maasdam"
"6375","RO1900613","Monte Veronese"
"6376","RO1900613","Tinto Reserva 94"
"6377","RO1900614","Maasdam"
"6378","RO1900614","Chardonnay 98"
"6379","RO1900615","Ricotta Salata"
"6380","RO1900616","Doux de Montagne"
"6381","RO1900617","Camembert"
"6382","RO1900618","Brut de Brut"
"6383","RO1900619","Mozzarella di Bufala"
"6384","RO1900620","Tinto Reserva 95"
"6385","RO1900620","Tinto Reserva 95"
"6386","RO1900621","Tinto Gran Reserva 91"
"6387","RO1900621","Tinto Gran Reserva 82"
"6388","RO1900621","Reserva Familia"
"6389","RO1900622","Chablis Chardonnay 97/98"
"6390","RO1900622","Camembert"
"6391","RO1900623","Brut Chardonnay Blanc de Blancs"
"6392","RO1900623","Gouda"
"6393","RO1900623","Scotch Whiskey 15 años"
"6394","RO1900623","Manchego"
"6395","RO1900624","Bordeaux 97"
"6396","RO1900625","Camembert"
"6397","RO1900625","Tinto Reserva 94"
"6398","RO1900625","Brutti e Buoni"
"6399","RO1900625","Mozzarella di Bufala"
"6400","RO1900626","Mozzarella di Bufala"
"6401","RO1900626","Manchego"
"6402","RO1900627","Scotch Whiskey 15 años"
"6403","RO1900627","Maasdam"
"6404","RO1900628","Brut Chardonnay Blanc de Blancs"
"6405","RO1900628","Bordeaux 97"
"6406","RO1900628","Brut Chardonnay Blanc de Blancs"
"6407","RO1900629","Chenin Blanc 98"
"6408","RO1900630","Cabernet Franc 97"
"6409","RO1900630","Maasdam"
"6410","RO1900630","Brut Rosé"
"6411","RO1900630","Bourgogne Rouge 97"
"6412","RO1900631","Scotch Whiskey 18 años"
"6413","RO1900631","Brut Chardonnay Blanc de Blancs"
"6414","RO1900632","Tiramisú"
"6415","RO1900632","Tinto Reserva 95/96"
"6416","RO1900633","Scotch Whiskey 18 años"
"6417","RO1900634","Swiss Gruyere"
"6418","RO1900634","Bourgogne Rouge 97"
"6419","RO1900634","Chardonnay 98"
"6420","RO1900635","Malbec 99"
"6421","RO1900635","Chardonnay 97"
"6422","RO1900635","Riesling Spätlese 98"
"6423","RO1900636","Tinto Gran Reserva 91"
"6424","RO1900636","Manchego"
"6425","RO1900636","Bourgogne Rouge 97"
"6426","RO1900637","Tinto Reserva 93"
"6427","RO1900637","Merlot 97"
"6428","RO1900638","Bordeaux 97"
"6429","RO1900638","Gran Reserva 94"
"6430","RO1900639","Mozzarella di Bufala"
"6431","RO1900639","Tinto Reserva 95"
"6432","RO1900639","Huntsman"
"6433","RO1900639","Chaource"
"6434","RO1900639","Tinto Gran Reserva 82"
"6435","RO1966080","Tinto Gran Reserva 91"
"6436","RO1966080","Chevrelait"
"6437","RO1966081","Tinto Crianza 96"
"6438","RO1966082","Mature Cheddar"
"6439","RO1966082","Irish Carrigaline"
"6440","RO1966083","Gran Brut"
"6441","RO1966084","Dark Panforte"
"6442","RO1966084","Manchego"
"6443","RO1966084","Pecorino Toscano"
"6444","RO1966085","Parmigiano Reggiano"
"6445","RO1966086","Provolone"
"6446","RO1966086","Camembert"
"6447","RO1966087","Tinto Reserva 96"
"6448","RO1966088","Yalumba Grenache 97"
"6449","RO1966088","Tinto Reserva 94"
"6450","RO1966088","Brutti e Buoni"
"6451","RO1966089","Manchego"
"6452","RO1966089","Manchego"
"6453","RO1966090","Merlot 97"
"6454","RO1966090","Dark Chocolate Digestives"
"6455","RO1966091","Merlot 97"
"6456","RO1966091","Provolone"
"6457","RO1966092","Bordeaux 97"
"6458","RO1966092","Doux de Montagne"
"6459","RO1966093","Chardonnay 97"
"6460","RO1966093","Tinto Reserva 94"
"6461","RO1966094","Mozzarella di Bufala"
"6462","RO1966094","Semillon 97"
"6463","RO1966094","Gruyère de Comté"
"6464","RO1966095","Postel"
"6465","RO1966095","Tinto Gran Reserva 91"
"6466","RO1966096","Provolone"
"6467","RO1966096","Tinto Gran Reserva 91"
"6468","RO1966097","Dark Chocolate Digestives"
"6469","RO1966098","Idiazabal"
"6470","RO1966099","Merlot 97"
"6471","RO1966099","Scotch Whiskey 18 años"
"6472","RO1966100","Parmigiano Reggiano"
"6473","RO1966101","Chardonnay en barrica 97"
"6474","RO1966101","Mature Cheddar"
"6475","RO1966102","Chimay Trappiste with Beer"
"6476","RO1966103","Brutti e Buoni"
"6477","RO1966104","Scotch Whiskey 15 años"
"6478","RO1966104","Merlot 97"
"6479","RO1966105","Chablis Chardonnay 97/98"
"6480","RO1966105","Cabernet Sauvignon 96"
"6481","RO1966105","Merlot 97"
"6482","RO1966106","Brut Chardonnay Blanc de Blancs"
"6483","RO1966107","Merlot 97"
"6484","RO1966107","Cabernet Sauvignon 97"
"6485","RO1966107","Manchego"
"6486","RO1966107","Camembert"
"6487","RO1966107","Tinto Reserva 95"
"6488","RO1966108","Scotch Whiskey 15 años"
"6489","RO1966108","Scotch Whiskey 18 años"
"6490","RO1966109","Manchego"
"6491","RO1966109","Edam"
"6492","RO1966109","Boschetto"
"6493","RO1966110","Camembert"
"6494","RO1966110","Tinto Gran Reserva 82"
"6495","RO1966110","Gouda"
"6496","RO1966111","Brut Reserva"
"6497","RO1966112","Pinot Noir 98"
"6498","RO1966112","Mozzarella di Bufala"
"6499","RO1966113","Bordeaux 97"
"6500","RO1966113","Bordeaux 97"
"6501","RO1966113","Camembert"
"6502","RO1966113","Bordeaux 97"
"6503","RO1966113","Riesling 96"
"6504","RO1966114","Mozzarella di Bufala"
"6505","RO1966114","Scotch Whiskey 15 años"
"6506","RO1966114","Cabernet Sauvignon-Shiraz 98"
"6507","RO1966115","Brut Chardonnay Blanc de Blancs"
"6508","RO1966115","Chardonnay 97"
"6509","RO1966116","Scotch Whiskey 18 años"
"6510","RO1966116","Idiazabal"
"6511","RO1966116","Tinto Reserva 94"
"6512","RO1966117","Pinot Noir 97"
"6513","RO1966118","Yalumba Grenache 97"
"6514","RO1966119","Chocolate Truffle"
"6515","RO1966120","Bra"
"6516","RO1966121","Tinto Gran Reserva 91"
"6517","RO1966122","Chablis Chardonnay 97/98"
"6518","RO1966122","Merlot 97"
"6519","RO1966122","Swiss Emmental"
"6520","RO1966122","Bourgogne Rouge 97"
"6521","RO1966122","Mature Cheddar"
"6522","RO1966123","Tinto Reserva 94"
"6523","RO1966123","Brut Premier Cru"
"6524","RO1966123","Merlot 97"
"6525","RO1966124","Tinto Crianza 96"
"6526","RO1966125","Provolone"
"6527","RO1966125","Raschera"
"6528","RO1966126","Tinto Gran Reserva 91"
"6529","RO1966127","Gruyère de Comté"
"6530","RO1966128","Tinto Reserva 94"
"6531","RO1966128","Tinto Reserva 95"
"6532","RO1966128","Camembert"
"6533","RO1966128","Tiramisú"
"6534","RO1966129","Provolone"
"6535","RO1966129","Semillon 97"
"6536","RO1966130","Tinto Gran Reserva 82"
"6537","RO1966130","Manchego"
"6538","RO1966130","Tiramisú"
"6539","RO1966131","Bordeaux 97"
"6540","RO1966131","Mature Cheddar"
"6541","RO1966131","Mature Cheddar"
"6542","RO1966132","Cabernet Sauvignon 97"
"6543","RO1966132","Brut Chardonnay Blanc de Blancs"
"6544","RO1966132","Manchego"
"6545","RO1966132","Swiss Emmental"
"6546","RO1966133","Yalumba Grenache 97"
"6547","RO1966133","Tinto Reserva 94"
"6548","RO1966133","Doux de Montagne"
"6549","RO1966133","Chocolate Truffle"
"6550","RO1966134","Tiramisú"
"6551","RO1966135","Tinto Reserva 95"
"6552","RO1966136","Tinto Gran Reserva 91"
"6553","RO1966136","Tinto Reserva 95"
"6554","RO1966137","Chardonnay 97"
"6555","RO1966138","Chardonnay 97"
"6556","RO1966138","Tinto Gran Reserva 91"
"6557","RO1966138","Gouda"
"6558","RO1966138","Cabernet Sauvignon 96"
"6559","RO1966139","Monte Veronese"
"6560","RO1966140","Chardonnay Reserve 97"
"6561","RO1966141","Tinto Gran Reserva 91"
"6562","RO1966142","Tinto Gran Reserva 82"
"6563","RO1966143","Bourgogne Pinot Noir 97"
"6564","RO1966143","Extra Brut"
"6565","RO1966144","Yalumba Grenache 97"
"6566","RO1966144","Chardonnay 98"
"6567","RO1966144","Bra"
"6568","RO1966145","Pecorino Toscano"
"6569","RO1966146","Provolone"
"6570","RO1966146","Brut de Brut"
"6571","RO1966147","Scotch Whiskey 15 años"
"6572","RO1966147","Chardonnay 98"
"6573","RO1966148","Tinto Reserva 95"
"6574","RO1966149","Tinto Gran Reserva 91"
"6575","RO1966150","Bordeaux 97"
"6576","RO1966150","RocheBaron Creamy Blue"
"6577","RO1966151","Bourgogne Rouge 97"
"6578","RO1966152","Cacciota"
"6579","RO1966153","Chardonnay 98"
"6580","RO1966154","Scotch Whiskey 15 años"
"6581","RO1966154","Chardonnay 98"
"6582","RO1966155","Gewürztraminer 93"
"6583","RO1966156","Provolone"
"6584","RO1966156","Grenache 96"
"6585","RO1966156","Petit Verdot 97"
"6586","RO1966157","Cru Beaujolais 98"
"6587","RO1966158","Chardonnay Reserve 97"
"6588","RO1966158","Camembert"
"6589","RO1966158","Tiramisú"
"6590","RO1966159","Shiraz 97"
"6591","RO1966159","Scotch Whiskey 15 años"
"6592","RO1966159","Abondance"
"6593","RO1966160","Chenin Blanc 98"
"6594","RO1966160","Chaource"
"6595","RO1966161","White Stilton"
"6596","RO1966162","Mozzarella di Bufala"
"6597","RO1966162","Polvorones de Estepa"
"6598","RO1966162","Camembert"
"6599","RO1966163","Brut Réserve"
"6600","RO1966163","Merlot 97"
"6601","RO1966163","Tinto Gran Reserva 91"
"6602","RO1966163","Scotch Whiskey 15 años"
"6603","RO1966163","Tinto Gran Reserva 82"
"6604","RO1966163","Tinto Gran Reserva 91"
"6605","RO1966164","Turrón de Jijona"
"6606","RO1966164","Scotch Whiskey 15 años"
"6607","RO1966164","Brutti e Buoni"
"6608","RO1966165","Tinto Gran Reserva 91"
"6609","RO1966165","Camembert"
"6610","RO1966165","Scotch Whiskey 18 años"
"6611","RO1966166","Scotch Whiskey 18 años"
"6612","RO1966166","Sauvignon Blanc 96"
"6613","RO1966167","Parmigiano Reggiano"
"6614","RO1966167","RocheBaron Creamy Blue"
"6615","RO1966168","Camembert"
"6616","RO1966169","Merlot 99"
"6617","RO1966169","Camembert"
"6618","RO1966169","Tinto Reserva 94"
"6619","RO1966170","Merlot 97"
"6620","RO1966170","Tinto Crianza 97"
"6621","RO1966170","Scotch Whiskey 15 años"
"6622","RO1966170","Mozzarella di Bufala"
"6623","RO1966170","Ibérico"
"6624","RO1966170","Cabernet Sauvignon 96"
"6625","RO1966170","Bordeaux 97"
"6626","RO1966171","Scotch Whiskey 18 años"
"6627","RO1966171","Brutti e Buoni"
"6628","RO1966171","Blanc de Blancs Brut Premier Cru"
"6629","RO1966171","Manchego"
"6630","RO1966171","Provolone"
"6631","RO1966172","Tinto Gran Reserva 91"
"6632","RO1966172","Manchego"
"6633","RO1966172","Provolone"
"6634","RO1966172","Provolone"
"6635","RO1966172","Tinto Gran Reserva 91"
"6636","RO1966173","Tinto Gran Reserva 91"
"6637","RO1966174","Merlot 97"
"6638","RO1966174","Chablis Chardonnay 98"
"6639","RO1966175","Zinfandel 98"
"6640","RO1966175","Dark Chocolate Digestives"
"6641","RO2031616","Chablis Chardonnay 97/98"
"6642","RO2031616","Tinto Gran Reserva 91"
"6643","RO2031616","Cabernet Franc 97"
"6644","RO2031617","Abondance"
"6645","RO2031618","Brut Chardonnay Blanc de Blancs"
"6646","RO2031618","Tinto Gran Reserva 82"
"6647","RO2031619","Tinto Crianza 97"
"6648","RO2031619","Mozzarella di Bufala"
"6649","RO2031620","Chevrelait"
"6650","RO2031621","Manchego"
"6651","RO2031622","Bourgogne Rouge 97"
"6652","RO2031622","Brut Nature"
"6653","RO2031623","Bordeaux 97"
"6654","RO2031623","Irish Carrigaline"
"6655","RO2031624","Chevrelait"
"6656","RO2031625","Manchego"
"6657","RO2031625","Chardonnay 98"
"6658","RO2031626","Chocolate Bars"
"6659","RO2031626","Dark Chocolate Digestives"
"6660","RO2031627","Reserva Familia"
"6661","RO2031627","Cru Beaujolais 98"
"6662","RO2031628","Tinto Reserva 95"
"6663","RO2031628","Almendras rellenas"
"6664","RO2031629","Mature Cheddar"
"6665","RO2031629","Tinto Reserva 95"
"6666","RO2031629","Appenzeller"
"6667","RO2031629","Tinto Crianza 97"
"6668","RO2031630","Brut Nature"
"6669","RO2031631","Brut Reserva"
"6670","RO2031631","Camembert"
"6671","RO2031632","Tinto Reserva 95"
"6672","RO2031632","Riesling Auslese 98"
"6673","RO2031633","Chocolate Bars"
"6674","RO2031634","Raschera"
"6675","RO2031635","Camembert"
"6676","RO2031636","Tiramisú"
"6677","RO2031637","Brutti e Buoni"
"6678","RO2031638","Brut Chardonnay Blanc de Blancs"
"6679","RO2031638","Camembert"
"6680","RO2031638","Parmigiano Reggiano"
"6681","RO2031638","Tinto Reserva 94"
"6682","RO2031639","Scotch Whiskey 15 años"
"6683","RO2031639","Maasdam"
"6684","RO2031640","Brillant Savarin"
"6685","RO2031640","Chardonnay 98"
"6686","RO2031640","Extra Brut"
"6687","RO2031641","Doux de Montagne"
"6688","RO2031642","Tinto Reserva 95"
"6689","RO2031642","Camembert"
"6690","RO2031643","Bordeaux 97"
"6691","RO2031643","Tinto Gran Reserva 91"
"6692","RO2031643","White Stilton"
"6693","RO2031643","Camembert"
"6694","RO2031644","Provolone"
"6695","RO2031645","Blanc de Blancs Premier Cru"
"6696","RO2031645","Merlot 99"
"6697","RO2031645","Provolone"
"6698","RO2031646","Mature Cheddar"
"6699","RO2031646","Scotch Whiskey 15 años"
"6700","RO2031647","Brut Rosé"
"6701","RO2031647","Swiss Emmental"
"6702","RO2031647","Extra Brut"
"6703","RO2031648","Blanc de Blancs Grand Cru"
"6704","RO2031648","Scotch Whiskey 18 años"
"6705","RO2031648","Gorgonzola Dolce"
"6706","RO2031649","Mountain Gorgonzola"
"6707","RO2031649","Brutti e Buoni"
"6708","RO2031649","White Stilton"
"6709","RO2031650","Parmigiano Reggiano"
"6710","RO2031651","Tinto Crianza 96/97"
"6711","RO2031651","White Stilton"
"6712","RO2031652","Chablis Chardonnay 97/98"
"6713","RO2031653","Tinto Gran Reserva 91"
"6714","RO2031654","Bra"
"6715","RO2031654","Blanc de Blancs Grand Cru"
"6716","RO2031655","Brut Chardonnay Blanc de Blancs"
"6717","RO2031656","Chardonnay 98"
"6718","RO2031656","Bourgogne Rouge 97"
"6719","RO2031657","Mozzarella di Bufala"
"6720","RO2031658","Leyden"
"6721","RO2031658","Mature Cheddar"
"6722","RO2031659","Tinto Reserva 94"
"6723","RO2031660","Brut Chardonnay Blanc de Blancs"
"6724","RO2031661","Morbier"
"6725","RO2031662","Mozzarella di Bufala"
"6726","RO2031663","Scotch Whiskey 15 años"
"6727","RO2031663","Gouda"
"6728","RO2031664","Tinto Reserva 95"
"6729","RO2031664","Tinto Gran Reserva 89"
"6730","RO2031665","Scotch Whiskey 15 años"
"6731","RO2031665","Tinto Gran Reserva 82"
"6732","RO2031666","Chardonnay 97"
"6733","RO2031666","Semillon 97"
"6734","RO2031666","Yalumba Grenache 97"
"6735","RO2031667","Parmigiano Reggiano"
"6736","RO2031668","Postel"
"6737","RO2031668","Mozzarella di Bufala"
"6738","RO2031668","Bordeaux 97"
"6739","RO2031669","Goat Gouda"
"6740","RO2031670","Tinto Crianza 96"
"6741","RO2031670","Chardonnay en barrica 97"
"6742","RO2031670","Scotch Whiskey 18 años"
"6743","RO2031671","Cabernet Sauvignon 96"
"6744","RO2031672","Brut Chardonnay Blanc de Blancs"
"6745","RO2031672","Riesling Auslese 98"
"6746","RO2031673","Tinto Reserva 95"
"6747","RO2031674","Parmigiano Reggiano"
"6748","RO2031674","Tinto Crianza 96/97"
"6749","RO2031675","Tinto Gran Reserva 91"
"6750","RO2031675","Tinto Gran Reserva 91"
"6751","RO2031675","French Brie"
"6752","RO2031676","Turrón de Jijona"
"6753","RO2031677","Bordeaux 97"
"6754","RO2031678","Brutti e Buoni"
"6755","RO2031679","Brut Nature"
"6756","RO2031679","Brut Reserva"
"6757","RO2031679","Mountain Gorgonzola"
"6758","RO2031680","Mozzarella di Bufala"
"6759","RO2031680","Scotch Whiskey 18 años"
"6760","RO2031680","Chardonnay en barrica 97"
"6761","RO2031681","Scotch Whiskey 18 años"
"6762","RO2031682","Tinto Reserva 94"
"6763","RO2031683","Chardonnay 98"
"6764","RO2031683","Brut Chardonnay Blanc de Blancs"
"6765","RO2031684","Bordeaux 97"
"6766","RO2031684","Tinto Gran Reserva 91"
"6767","RO2031685","RocheBaron Creamy Blue"
"6768","RO2031686","Tinto Gran Reserva 82"
"6769","RO2031686","Bourgogne Rouge 97"
"6770","RO2031687","Tinto Gran Reserva 91"
"6771","RO2031687","Reserve Chardonnay 97"
"6772","RO2031688","Brutti e Buoni"
"6773","RO2031688","Tiramisú"
"6774","RO2031689","Passendale"
"6775","RO2031690","Maasdam"
"6776","RO2031691","Gewürztraminer 93"
"6777","RO2031691","Maasdam"
"6778","RO2031691","Brut Chardonnay Blanc de Blancs"
"6779","RO2031692","Tinto Reserva 94"
"6780","RO2031692","Brut Nature"
"6781","RO2031693","Manchego"
"6782","RO2031693","Tiramisú"
"6783","RO2031694","Brutti e Buoni"
"6784","RO2031694","Tinto Gran Reserva 82"
"6785","RO2031694","Riesling Auslese 98"
"6786","RO2031695","Scotch Whiskey 18 años"
"6787","RO2031695","Brutti e Buoni"
"6788","RO2031695","Scotch Whiskey 15 años"
"6789","RO2031696","Chablis Chardonnay 97/98"
"6790","RO2031696","Parmigiano Reggiano"
"6791","RO2031696","Scotch Whiskey 18 años"
"6792","RO2031697","Tinto Crianza 96/97"
"6793","RO2031697","Tinto Reserva 94"
"6794","RO2031698","Bordeaux 97"
"6795","RO2031698","Monte Veronese"
"6796","RO2031699","Cabernet Sauvignon 96"
"6797","RO2031699","Semillon 97"
"6798","RO2031700","Bordeaux 97"
"6799","RO2031700","Cabernet Sauvignon 98"
"6800","RO2031701","Maple Sugar Cookies"
"6801","RO2031702","Chevrelait"
"6802","RO2031703","Tinto Reserva 94"
"6803","RO2031703","Tinto Gran Reserva 91"
"6804","RO2031704","Mozzarella di Bufala"
"6805","RO2031704","Boschetto"
"6806","RO2031705","Mature Blue Stilton"
"6807","RO2031706","Chablis Chardonnay 97/98"
"6808","RO2031706","Riesling Auslese 98"
"6809","RO2031706","Merlot 99"
"6810","RO2031706","Brut Chardonnay Blanc de Blancs"
"6811","RO2031707","Shiraz 97"
"6812","RO2031707","Brut Chardonnay Blanc de Blancs"
"6813","RO2031707","Mature Cheddar"
"6814","RO2031707","Provolone"
"6815","RO2031707","Grana Padano"
"6816","RO2031708","Maasdam"
"6817","RO2031708","Tiramisú"
"6818","RO2031709","Mature Cheddar"
"6819","RO2031709","Cream Havarti"
"6820","RO2031710","Chaource"
"6821","RO2031711","Brut Chardonnay Blanc de Blancs"
"6822","RO2031711","Huntsman"
"6823","RO2097152","RocheBaron Creamy Blue"
"6824","RO2097152","Manchego"
"6825","RO2097153","Mozzarella di Bufala"
"6826","RO2097154","Merlot 97"
"6827","RO2097154","Morbier"
"6828","RO2097154","Bourgogne Rouge 97"
"6829","RO2097155","Tinto Reserva 95"
"6830","RO2097155","Parmigiano Reggiano"
"6831","RO2097155","Dark Panforte"
"6832","RO2097155","Tiramisú"
"6833","RO2097156","Tinto Crianza 96"
"6834","RO2097157","Chocolate Truffle"
"6835","RO2097157","Scotch Whiskey 18 años"
"6836","RO2097158","Layden Gin"
"6837","RO2097159","Camembert"
"6838","RO2097159","Merlot 97"
"6839","RO2097160","Parmigiano Reggiano"
"6840","RO2097160","Dark Chocolate Digestives"
"6841","RO2097160","Brut Chardonnay Blanc de Blancs"
"6842","RO2097161","Chablis Chardonnay 98"
"6843","RO2097162","Mozzarella di Bufala"
"6844","RO2097163","Tinto Reserva 94"
"6845","RO2097164","Provolone"
"6846","RO2097164","Tinto Gran Reserva 82"
"6847","RO2097164","Provolone"
"6848","RO2097165","Tinto Gran Reserva 92/94"
"6849","RO2097165","Scotch Whiskey 15 años"
"6850","RO2097166","Chablis Chardonnay 97"
"6851","RO2097166","Tinto Gran Reserva 82"
"6852","RO2097166","Tinto Crianza 96"
"6853","RO2097167","Maasdam"
"6854","RO2097167","Manchego"
"6855","RO2097168","Syrah 97"
"6856","RO2097169","Syrah 97"
"6857","RO2097169","Bourgogne Rouge 97"
"6858","RO2097169","Pecorino Romano"
"6859","RO2097170","Cabernet Sauvignon 96"
"6860","RO2097170","Maasdam"
"6861","RO2097170","Ricotta Salata"
"6862","RO2097170","Merlot 97"
"6863","RO2097170","Tinto Reserva 94"
"6864","RO2097170","Brut de Brut"
"6865","RO2097171","Chablis Chardonnay 97/98"
"6866","RO2097171","Parmigiano Reggiano"
