"","IMPORTETOTAL","SEXO","FORMAPAGO","ESTADOCIVIL"
"16735",4.975,"Mujer","Tarjeta de Crédito","Casado/a"
"16736",4.975,"Mujer","Otra Tarjeta","Casado/a"
"16737",67.225,"Mujer","Efectivo","Casado/a"
"16738",3.725,"Mujer","Tarjeta de Crédito","Casado/a"
"16739",123.6125,"Empresa","Otra Tarjeta",""
"16740",175.5,"Empresa","Tarjeta de Crédito",""
"16741",70.8,"Empresa","Tarjeta de Crédito",""
"16742",95.15,"Empresa","Tarjeta de Crédito",""
"16743",116.02,"Hombre","Otra Tarjeta","Divorciado/a"
"16744",65.4625,"Hombre","Tarjeta de Crédito","Soltero/a"
"16745",17.175,"Hombre","Tarjeta de Crédito","Soltero/a"
"16746",11.75,"Mujer","Tarjeta de Crédito","Soltero/a"
"16747",5.95,"Mujer","Tarjeta de Crédito","Soltero/a"
"16748",15.625,"Mujer","Tarjeta de Crédito","Soltero/a"
"16749",10.9,"Mujer","Cheque","Soltero/a"
"16750",17.35,"Hombre","Tarjeta de Crédito","Casado/a"
"16751",35.5125,"Hombre","Cheque","Casado/a"
"16752",447.475,"Empresa","Tarjeta de Crédito",""
"16753",523.5525,"Empresa","Tarjeta de Crédito",""
"16754",164.49,"Empresa","Tarjeta de Crédito",""
"16755",335.205,"Empresa","Cheque",""
"16756",23.36,"Hombre","Efectivo","Soltero/a"
"16757",42.1025,"Empresa","Cheque",""
"16758",93.735,"Empresa","Otra Tarjeta",""
"16759",72.07,"Empresa","Otra Tarjeta",""
"16760",45.3675,"Empresa","Cheque",""
"16761",7.8125,"Empresa","Otra Tarjeta",""
"16762",45.475,"Empresa","Cheque",""
"16763",22.5,"Empresa","Tarjeta de Crédito",""
"16764",66.57,"Empresa","Cheque",""
"16765",15.8125,"Empresa","Tarjeta de Crédito",""
"16766",13.85,"Empresa","Tarjeta de Crédito",""
"16767",31.625,"Empresa","Tarjeta de Crédito",""
"16768",77.0125,"Mujer","Cheque","Casado/a"
"16769",107.68,"Mujer","Tarjeta de Crédito","Casado/a"
"16770",46.1,"Mujer","Tarjeta de Crédito","Casado/a"
"16771",38.29,"Mujer","Tarjeta de Crédito","Casado/a"
"16772",14.2625,"Hombre","Cheque","Soltero/a"
"16773",92.1,"Empresa","Tarjeta de Crédito",""
"16774",131.6,"Empresa","Cheque",""
"16775",49.01,"Empresa","Tarjeta de Crédito",""
"16776",3.5,"Mujer","Tarjeta de Crédito","Soltero/a"
"16777",45.11,"Mujer","Tarjeta de Crédito","Soltero/a"
"16778",51.7,"Hombre","Tarjeta de Crédito","Divorciado/a"
"16779",56.705,"Hombre","Tarjeta de Crédito","Divorciado/a"
"16780",36.5,"Hombre","Cheque","Divorciado/a"
"16781",53.56,"Hombre","Tarjeta de Crédito","Divorciado/a"
"16782",8.25,"Hombre","Otra Tarjeta","Divorciado/a"
"16783",11.125,"Hombre","Tarjeta de Crédito","Divorciado/a"
"16784",9.04,"Mujer","Tarjeta de Crédito","Soltero/a"
"16785",29.81,"Mujer","Tarjeta de Crédito","Soltero/a"
"16786",52.45,"Mujer","Tarjeta de Crédito","Soltero/a"
"16787",51.0625,"Mujer","Tarjeta de Crédito","Soltero/a"
"16788",53.445,"Hombre","Otra Tarjeta","Casado/a"
"16789",55.85,"Mujer","Efectivo","Soltero/a"
"16790",60.5875,"Mujer","Cheque","Soltero/a"
"16791",22.5,"Mujer","Cheque","Casado/a"
"16792",36.15,"Mujer","Efectivo","Casado/a"
"16793",6.8375,"Mujer","Tarjeta de Crédito","Casado/a"
"16794",6.8375,"Mujer","Efectivo","Casado/a"
"16795",38.2125,"Empresa","Tarjeta de Crédito",""
"16796",77.04,"Empresa","Efectivo",""
"16797",22.425,"Empresa","Tarjeta de Crédito",""
"16798",273.875,"Empresa","Tarjeta de Crédito",""
"16799",19.9,"Hombre","Efectivo","Soltero/a"
"16800",17.7625,"Hombre","Tarjeta de Crédito","Soltero/a"
"16801",7.475,"Mujer","Tarjeta de Crédito","Soltero/a"
"16802",40.75,"Mujer","Tarjeta de Crédito","Soltero/a"
"16803",49.89,"Mujer","Cheque","Soltero/a"
"16804",6.225,"Mujer","Cheque","Soltero/a"
"16805",17.35,"Hombre","Efectivo","Casado/a"
"16806",51.425,"Hombre","Tarjeta de Crédito","Casado/a"
"16807",18.15,"Hombre","Efectivo","Casado/a"
"16808",366.74,"Empresa","Tarjeta de Crédito",""
"16809",73.8375,"Empresa","Tarjeta de Crédito",""
"16810",59.9,"Hombre","Cheque","Soltero/a"
"16811",18.8,"Hombre","Tarjeta de Crédito","Soltero/a"
"16812",74.5,"Empresa","Cheque",""
"16813",13.5125,"Empresa","Cheque",""
"16814",54.45,"Empresa","Tarjeta de Crédito",""
"16815",36.375,"Empresa","Efectivo",""
"16816",6.225,"Empresa","Tarjeta de Crédito",""
"16817",52.1,"Empresa","Tarjeta de Crédito",""
"16818",29.95,"Empresa","Cheque",""
"16819",69.1625,"Empresa","Cheque",""
"16820",50.5225,"Empresa","Tarjeta de Crédito",""
"16821",8.475,"Empresa","Cheque",""
"16822",45,"Empresa","Tarjeta de Crédito",""
"16823",137.675,"Empresa","Tarjeta de Crédito",""
"16824",81.955,"Mujer","Cheque","Casado/a"
"16825",96.215,"Mujer","Otra Tarjeta","Casado/a"
"16826",84.6,"Mujer","Tarjeta de Crédito","Casado/a"
"16827",45.15,"Mujer","Tarjeta de Crédito","Casado/a"
"16828",37.9,"Empresa","Tarjeta de Crédito",""
"16829",49.01,"Empresa","Tarjeta de Crédito",""
"16830",50.5125,"Empresa","Cheque",""
"16831",77.62,"Empresa","Cheque",""
"16832",13,"Hombre","Efectivo","Casado/a"
"16833",64.84,"Hombre","Tarjeta de Crédito","Casado/a"
"16834",71.87,"Hombre","Otra Tarjeta","Casado/a"
"16835",53.6325,"Empresa","Cheque",""
"16836",102.75,"Empresa","Efectivo",""
"16837",54.3375,"Hombre","Efectivo","Soltero/a"
"16838",7.2,"Hombre","Tarjeta de Crédito","Soltero/a"
"16839",12.45,"Hombre","Tarjeta de Crédito","Soltero/a"
"16840",85.86,"Hombre","Cheque","Soltero/a"
"16841",53.96,"Hombre","Tarjeta de Crédito","Divorciado/a"
"16842",16.8125,"Hombre","Cheque","Divorciado/a"
"16843",73.4375,"Mujer","Cheque","Soltero/a"
"16844",35.0975,"Mujer","Tarjeta de Crédito","Soltero/a"
"16845",39.025,"Mujer","Tarjeta de Crédito","Soltero/a"
"16846",10.075,"Mujer","Efectivo","Soltero/a"
"16847",141.625,"Hombre","Tarjeta de Crédito","Divorciado/a"
"16848",38.2,"Hombre","Efectivo","Divorciado/a"
"16849",16.1725,"Mujer","Tarjeta de Crédito","Soltero/a"
"16850",10.52,"Mujer","Tarjeta de Crédito","Soltero/a"
"16851",34.475,"Mujer","Efectivo","Casado/a"
"16852",39.3975,"Empresa","Tarjeta de Crédito",""
"16853",38.94,"Hombre","Efectivo","Soltero/a"
"16854",20.7075,"Hombre","Otra Tarjeta","Soltero/a"
"16855",29.95,"Hombre","Efectivo","Divorciado/a"
"16856",52.625,"Hombre","Tarjeta de Crédito","Divorciado/a"
"16857",53.975,"Mujer","Cheque","Soltero/a"
"16858",34.3,"Mujer","Tarjeta de Crédito","Soltero/a"
"16859",4.975,"Hombre","Cheque","Casado/a"
"16860",94.1,"Hombre","Cheque","Casado/a"
"16861",73.29,"Hombre","Tarjeta de Crédito","Casado/a"
"16862",48.95,"Hombre","Cheque","Casado/a"
"16863",5.5625,"Empresa","Tarjeta de Crédito",""
"16864",20.52,"Empresa","Tarjeta de Crédito",""
"16865",27.9225,"Empresa","Tarjeta de Crédito",""
"16866",14.585,"Empresa","Tarjeta de Crédito",""
"16867",49.75,"Empresa","Tarjeta de Crédito",""
"16868",19.175,"Empresa","Tarjeta de Crédito",""
"16869",46.75,"Empresa","Tarjeta de Crédito",""
"16870",13,"Empresa","Tarjeta de Crédito",""
"16871",31.67,"Hombre","Cheque","Casado/a"
"16872",59.425,"Hombre","Cheque","Casado/a"
"16873",37.12,"Hombre","Tarjeta de Crédito","Casado/a"
"16874",129.575,"Hombre","Efectivo","Casado/a"
"16875",41.165,"Empresa","Cheque",""
"16876",67.625,"Empresa","Tarjeta de Crédito",""
"16877",48.8375,"Hombre","Tarjeta de Crédito","Casado/a"
"16878",5.5625,"Mujer","Tarjeta de Crédito","Casado/a"
"16879",42.7875,"Mujer","Cheque","Casado/a"
"16880",61.175,"Mujer","Efectivo","Divorciado/a"
"16881",28.11,"Mujer","Efectivo","Divorciado/a"
"16882",33.325,"Mujer","Cheque","Divorciado/a"
"16883",40.1875,"Mujer","Tarjeta de Crédito","Divorciado/a"
"16884",75.525,"Empresa","Tarjeta de Crédito",""
"16885",66.3475,"Empresa","Cheque",""
"16886",52.42,"Empresa","Cheque",""
"16887",33.6625,"Empresa","Tarjeta de Crédito",""
"16888",155.2825,"Empresa","Tarjeta de Crédito",""
"16889",93.7,"Empresa","Cheque",""
"16890",111.3625,"Empresa","Tarjeta de Crédito",""
"16891",136.825,"Empresa","Cheque",""
"16892",40.3875,"Empresa","Cheque",""
"16893",154.02,"Empresa","Tarjeta de Crédito",""
"16894",112.9475,"Empresa","Efectivo",""
"16895",11.4,"Empresa","Tarjeta de Crédito",""
"16896",8.75,"Empresa","Cheque",""
"16897",142.985,"Empresa","Tarjeta de Crédito",""
"16898",31.58,"Hombre","Cheque","Casado/a"
"16899",51.55,"Hombre","Cheque","Casado/a"
"16900",30.175,"Hombre","Tarjeta de Crédito","Casado/a"
"16901",19.2375,"Hombre","Otra Tarjeta","Casado/a"
"16902",166.07,"Empresa","Tarjeta de Crédito",""
"16903",131.87,"Empresa","Cheque",""
"16904",33.91,"Hombre","Cheque","Soltero/a"
"16905",42.06,"Hombre","Otra Tarjeta","Soltero/a"
"16906",50.01,"Hombre","Cheque","Soltero/a"
"16907",53.925,"Hombre","Cheque","Soltero/a"
"16908",24.22,"Hombre","Efectivo","Soltero/a"
"16909",115.975,"Hombre","Otra Tarjeta","Soltero/a"
"16910",19.4,"Hombre","Cheque","Divorciado/a"
"16911",77.28,"Mujer","Cheque","Soltero/a"
"16912",52.1825,"Mujer","Otra Tarjeta","Soltero/a"
"16913",75.56,"Mujer","Tarjeta de Crédito","Soltero/a"
"16914",23.8,"Mujer","Cheque","Soltero/a"
"16915",72.2375,"Hombre","Tarjeta de Crédito","Divorciado/a"
"16916",97.95,"Hombre","Tarjeta de Crédito","Divorciado/a"
"16917",12.11,"Mujer","Cheque","Soltero/a"
"16918",3.725,"Mujer","Tarjeta de Crédito","Soltero/a"
"16919",38.56,"Mujer","Cheque","Casado/a"
"16920",35.7,"Mujer","Cheque","Casado/a"
"16921",56.1,"Mujer","Tarjeta de Crédito","Casado/a"
"16922",18.7,"Hombre","Tarjeta de Crédito","Soltero/a"
"16923",7.29,"Hombre","Tarjeta de Crédito","Soltero/a"
"16924",155.08,"Hombre","Cheque","Divorciado/a"
"16925",76.4,"Hombre","Cheque","Divorciado/a"
"16926",10.9,"Mujer","Otra Tarjeta","Soltero/a"
"16927",14.72,"Mujer","Tarjeta de Crédito","Soltero/a"
"16928",34.7,"Hombre","Tarjeta de Crédito","Casado/a"
"16929",17.6,"Hombre","Cheque","Casado/a"
"16930",7.8125,"Hombre","Tarjeta de Crédito","Casado/a"
"16931",38.35,"Mujer","Tarjeta de Crédito","Soltero/a"
"16932",103.85,"Empresa","Cheque",""
"16933",11.975,"Empresa","Cheque",""
"16934",29.81,"Empresa","Tarjeta de Crédito",""
"16935",5.5625,"Empresa","Otra Tarjeta",""
"16936",23.5,"Empresa","Tarjeta de Crédito",""
"16937",112.14,"Empresa","Cheque",""
"16938",262.3,"Empresa","Tarjeta de Crédito",""
"16939",115.2125,"Hombre","Otra Tarjeta","Casado/a"
"16940",70.39,"Hombre","Otra Tarjeta","Casado/a"
"16941",84.2,"Hombre","Tarjeta de Crédito","Casado/a"
"16942",47.85,"Empresa","Tarjeta de Crédito",""
"16943",13.9,"Empresa","Cheque",""
"16944",52.0125,"Hombre","Tarjeta de Crédito","Casado/a"
"16945",47.8,"Mujer","Tarjeta de Crédito","Divorciado/a"
"16946",35.45,"Mujer","Tarjeta de Crédito","Divorciado/a"
"16947",89.98,"Mujer","Cheque","Divorciado/a"
"16948",61.33,"Mujer","Efectivo","Divorciado/a"
"16949",81.175,"Empresa","Cheque",""
"16950",156.635,"Empresa","Cheque",""
"16951",11.125,"Empresa","Tarjeta de Crédito",""
"16952",142.6,"Empresa","Tarjeta de Crédito",""
"16953",151.4,"Empresa","Tarjeta de Crédito",""
"16954",97.5,"Empresa","Tarjeta de Crédito",""
"16955",61,"Empresa","Otra Tarjeta",""
"16956",52.755,"Empresa","Tarjeta de Crédito",""
"16957",58.9375,"Empresa","Tarjeta de Crédito",""
"16958",125.1,"Empresa","Tarjeta de Crédito",""
"16959",108.05,"Empresa","Cheque",""
"16960",31.3375,"Empresa","Efectivo",""
"16961",21.755,"Mujer","Tarjeta de Crédito","Soltero/a"
"16962",3.725,"Mujer","Tarjeta de Crédito","Soltero/a"
"16963",9.35,"Mujer","Otra Tarjeta","Soltero/a"
"16964",21.46,"Mujer","Tarjeta de Crédito","Soltero/a"
"16965",19.7625,"Hombre","Cheque","Casado/a"
"16966",48.745,"Empresa","Cheque",""
"16967",23.5,"Empresa","Tarjeta de Crédito",""
"16968",48.94,"Hombre","Tarjeta de Crédito","Soltero/a"
"16969",104.85,"Hombre","Tarjeta de Crédito","Soltero/a"
"16970",45.31,"Hombre","Tarjeta de Crédito","Soltero/a"
"16971",146.08,"Hombre","Cheque","Soltero/a"
"16972",7,"Mujer","Tarjeta de Crédito","Soltero/a"
"16973",35.5125,"Mujer","Cheque","Soltero/a"
"16974",90.4325,"Mujer","Cheque","Soltero/a"
"16975",22.5,"Mujer","Cheque","Soltero/a"
"16976",36.525,"Empresa","Efectivo",""
"16977",9.95,"Mujer","Tarjeta de Crédito","Soltero/a"
"16978",31.5,"Mujer","Cheque","Soltero/a"
"16979",29.95,"Mujer","Tarjeta de Crédito","Soltero/a"
"16980",25.5125,"Mujer","Tarjeta de Crédito","Soltero/a"
"16981",17.35,"Mujer","Cheque","Soltero/a"
"16982",24,"Mujer","Tarjeta de Crédito","Soltero/a"
"16983",3.5,"Mujer","Tarjeta de Crédito","Casado/a"
"16984",31,"Mujer","Otra Tarjeta","Casado/a"
"16985",29.3375,"Mujer","Cheque","Casado/a"
"16986",33.82,"Hombre","Otra Tarjeta","Casado/a"
"16987",3.5,"Hombre","Tarjeta de Crédito","Casado/a"
"16988",23.5,"Mujer","Cheque","Casado/a"
"16989",59.76,"Mujer","Tarjeta de Crédito","Casado/a"
"16990",22.01,"Mujer","Tarjeta de Crédito","Casado/a"
"16991",35.5,"Mujer","Tarjeta de Crédito","Casado/a"
"16992",42,"Hombre","Otra Tarjeta","Divorciado/a"
"16993",108.98,"Hombre","Efectivo","Divorciado/a"
"16994",40.025,"Mujer","Cheque","Soltero/a"
"16995",75.1075,"Empresa","Tarjeta de Crédito",""
"16996",4.975,"Empresa","Efectivo",""
"16997",50.825,"Empresa","Cheque",""
"16998",75.7,"Hombre","Tarjeta de Crédito","Casado/a"
"16999",37.85,"Empresa","Cheque",""
"17000",68.47,"Empresa","Tarjeta de Crédito",""
"17001",80.235,"Hombre","Cheque","Casado/a"
"17002",73.845,"Hombre","Tarjeta de Crédito","Casado/a"
"17003",96.165,"Empresa","Otra Tarjeta",""
"17004",25,"Empresa","Tarjeta de Crédito",""
"17005",73.54,"Empresa","Tarjeta de Crédito",""
"17006",8.9,"Empresa","Tarjeta de Crédito",""
"17007",3.5,"Mujer","Tarjeta de Crédito","Casado/a"
"17008",19.38,"Mujer","Otra Tarjeta","Casado/a"
"17009",61.17,"Mujer","Tarjeta de Crédito","Divorciado/a"
"17010",62.3125,"Mujer","Tarjeta de Crédito","Divorciado/a"
"17011",70.865,"Mujer","Tarjeta de Crédito","Divorciado/a"
"17012",27.1,"Hombre","Cheque","Soltero/a"
"17013",77.45,"Empresa","Cheque",""
"17014",113.685,"Empresa","Otra Tarjeta",""
"17015",72.335,"Empresa","Cheque",""
"17016",83.615,"Empresa","Cheque",""
"17017",77.5625,"Empresa","Tarjeta de Crédito",""
"17018",72.85,"Empresa","Efectivo",""
"17019",231.975,"Empresa","Tarjeta de Crédito",""
"17020",46.5,"Empresa","Otra Tarjeta",""
"17021",33.2,"Mujer","Cheque","Soltero/a"
"17022",37.85,"Mujer","Tarjeta de Crédito","Soltero/a"
"17023",11.3125,"Mujer","Tarjeta de Crédito","Soltero/a"
"17024",56.175,"Mujer","Tarjeta de Crédito","Soltero/a"
"17025",121.1,"Empresa","Tarjeta de Crédito",""
"17026",11.125,"Hombre","Tarjeta de Crédito","Soltero/a"
"17027",51.02,"Hombre","Tarjeta de Crédito","Soltero/a"
"17028",56.8375,"Hombre","Tarjeta de Crédito","Soltero/a"
"17029",80.15,"Hombre","Tarjeta de Crédito","Soltero/a"
"17030",7.95,"Mujer","Tarjeta de Crédito","Soltero/a"
"17031",22.915,"Mujer","Tarjeta de Crédito","Soltero/a"
"17032",31.225,"Mujer","Tarjeta de Crédito","Soltero/a"
"17033",18.745,"Mujer","Otra Tarjeta","Soltero/a"
"17034",59.76,"Mujer","Tarjeta de Crédito","Soltero/a"
"17035",65,"Mujer","Tarjeta de Crédito","Soltero/a"
"17036",30.97,"Mujer","Tarjeta de Crédito","Soltero/a"
"17037",65.25,"Mujer","Tarjeta de Crédito","Casado/a"
"17038",66.225,"Mujer","Cheque","Casado/a"
"17039",69.79,"Hombre","Cheque","Casado/a"
"17040",93.04,"Hombre","Tarjeta de Crédito","Casado/a"
"17041",66.0375,"Mujer","Efectivo","Casado/a"
"17042",29.95,"Mujer","Tarjeta de Crédito","Casado/a"
"17043",29.81,"Mujer","Otra Tarjeta","Casado/a"
"17044",90.02,"Empresa","Efectivo",""
"17045",58.225,"Hombre","Cheque","Divorciado/a"
"17046",52.8125,"Empresa","Tarjeta de Crédito",""
"17047",149.48,"Empresa","Efectivo",""
"17048",73.45,"Empresa","Tarjeta de Crédito",""
"17049",44.075,"Empresa","Tarjeta de Crédito",""
"17050",33.25,"Hombre","Cheque","Casado/a"
"17051",67.0175,"Hombre","Efectivo","Casado/a"
"17052",212.9075,"Hombre","Tarjeta de Crédito","Casado/a"
"17053",33.45,"Hombre","Tarjeta de Crédito","Casado/a"
"17054",191.0125,"Hombre","Tarjeta de Crédito","Casado/a"
"17055",20.85,"Hombre","Cheque","Casado/a"
"17056",86.425,"Empresa","Cheque",""
"17057",9.95,"Empresa","Cheque",""
"17058",111.375,"Empresa","Cheque",""
"17059",85.895,"Empresa","Cheque",""
"17060",12.5,"Mujer","Efectivo","Casado/a"
"17061",18.5,"Mujer","Cheque","Casado/a"
"17062",7.45,"Mujer","Cheque","Casado/a"
"17063",60.01,"Mujer","Otra Tarjeta","Divorciado/a"
"17064",104.99,"Mujer","Tarjeta de Crédito","Divorciado/a"
"17065",90.5725,"Mujer","Cheque","Divorciado/a"
"17066",86.075,"Empresa","Tarjeta de Crédito",""
"17067",5.5875,"Hombre","Tarjeta de Crédito","Soltero/a"
"17068",31.85,"Hombre","Tarjeta de Crédito","Soltero/a"
"17069",176.4125,"Empresa","Tarjeta de Crédito",""
"17070",69.8,"Empresa","Tarjeta de Crédito",""
"17071",99.61,"Empresa","Cheque",""
"17072",22.175,"Empresa","Otra Tarjeta",""
"17073",128.4425,"Empresa","Tarjeta de Crédito",""
"17074",46.425,"Empresa","Tarjeta de Crédito",""
"17075",39.52,"Empresa","Tarjeta de Crédito",""
"17076",27.8025,"Empresa","Tarjeta de Crédito",""
"17077",47.4,"Empresa","Tarjeta de Crédito",""
"17078",30.75,"Hombre","Tarjeta de Crédito","Casado/a"
"17079",79.95,"Hombre","Cheque","Casado/a"
"17080",35.5125,"Hombre","Cheque","Soltero/a"
"17081",3.725,"Hombre","Tarjeta de Crédito","Soltero/a"
"17082",9.975,"Hombre","Tarjeta de Crédito","Soltero/a"
"17083",8.9,"Hombre","Tarjeta de Crédito","Soltero/a"
"17084",21.8,"Hombre","Cheque","Soltero/a"
"17085",59.62,"Hombre","Tarjeta de Crédito","Soltero/a"
"17086",30.1375,"Hombre","Tarjeta de Crédito","Soltero/a"
"17087",148.44,"Hombre","Tarjeta de Crédito","Casado/a"
"17088",70.975,"Mujer","Efectivo","Casado/a"
"17089",174.1,"Mujer","Cheque","Casado/a"
"17090",4.0625,"Mujer","Cheque","Soltero/a"
"17091",4.725,"Mujer","Otra Tarjeta","Soltero/a"
"17092",51.0625,"Mujer","Tarjeta de Crédito","Casado/a"
"17093",88.025,"Mujer","Tarjeta de Crédito","Casado/a"
"17094",15.02,"Mujer","Tarjeta de Crédito","Casado/a"
"17095",4.975,"Mujer","Tarjeta de Crédito","Casado/a"
"17096",5.11,"Empresa","Tarjeta de Crédito",""
"17097",64.6675,"Empresa","Tarjeta de Crédito",""
"17098",38,"Mujer","Cheque","Divorciado/a"
"17099",63.925,"Mujer","Tarjeta de Crédito","Divorciado/a"
"17100",27.2875,"Mujer","Cheque","Soltero/a"
"17101",21.0975,"Mujer","Tarjeta de Crédito","Soltero/a"
"17102",36.25,"Hombre","Tarjeta de Crédito","Casado/a"
"17103",153,"Hombre","Efectivo","Casado/a"
"17104",37.8525,"Empresa","Tarjeta de Crédito",""
"17105",71.275,"Empresa","Tarjeta de Crédito",""
"17106",223.7,"Empresa","Tarjeta de Crédito",""
"17107",384.945,"Empresa","Efectivo",""
"17108",122.31,"Empresa","Cheque",""
"17109",30.6,"Empresa","Tarjeta de Crédito",""
"17110",18,"Hombre","Cheque","Soltero/a"
"17111",13.675,"Hombre","Efectivo","Soltero/a"
"17112",39.5125,"Hombre","Cheque","Soltero/a"
"17113",49.675,"Hombre","Efectivo","Soltero/a"
"17114",29.95,"Mujer","Otra Tarjeta","Soltero/a"
"17115",4.975,"Mujer","Tarjeta de Crédito","Soltero/a"
"17116",16.6825,"Mujer","Cheque","Casado/a"
"17117",105.75,"Mujer","Tarjeta de Crédito","Casado/a"
"17118",27.475,"Mujer","Tarjeta de Crédito","Casado/a"
"17119",20.42,"Mujer","Cheque","Soltero/a"
"17120",44.53,"Mujer","Otra Tarjeta","Soltero/a"
"17121",96.675,"Empresa","Cheque",""
"17122",26.225,"Empresa","Tarjeta de Crédito",""
"17123",114.155,"Empresa","Otra Tarjeta",""
"17124",72.7875,"Hombre","Cheque","Soltero/a"
"17125",60.5625,"Hombre","Cheque","Divorciado/a"
"17126",51.3125,"Hombre","Tarjeta de Crédito","Divorciado/a"
"17127",42.06,"Hombre","Tarjeta de Crédito","Soltero/a"
"17128",35.25,"Hombre","Cheque","Soltero/a"
"17129",178.825,"Mujer","Efectivo","Divorciado/a"
"17130",19.925,"Mujer","Tarjeta de Crédito","Divorciado/a"
"17131",52.81,"Mujer","Efectivo","Casado/a"
"17132",15.02,"Mujer","Cheque","Casado/a"
"17133",31.65,"Empresa","Tarjeta de Crédito",""
"17134",43.085,"Empresa","Tarjeta de Crédito",""
"17135",45.7125,"Mujer","Tarjeta de Crédito","Soltero/a"
"17136",59.76,"Mujer","Cheque","Soltero/a"
"17137",22.8325,"Mujer","Tarjeta de Crédito","Soltero/a"
"17138",3.95,"Mujer","Cheque","Soltero/a"
"17139",18.77,"Mujer","Cheque","Soltero/a"
"17140",35.475,"Mujer","Tarjeta de Crédito","Soltero/a"
"17141",12.02,"Mujer","Tarjeta de Crédito","Soltero/a"
"17142",4.975,"Empresa","Tarjeta de Crédito",""
"17143",17.2,"Empresa","Tarjeta de Crédito",""
"17144",79.8,"Empresa","Tarjeta de Crédito",""
"17145",23.5,"Empresa","Otra Tarjeta",""
"17146",138.21,"Empresa","Otra Tarjeta",""
"17147",104.86,"Empresa","Tarjeta de Crédito",""
"17148",22.025,"Empresa","Tarjeta de Crédito",""
"17149",11.75,"Empresa","Cheque",""
"17150",61.5625,"Empresa","Otra Tarjeta",""
"17151",37.3,"Empresa","Cheque",""
"17152",46,"Hombre","Otra Tarjeta","Casado/a"
"17153",39,"Hombre","Cheque","Casado/a"
"17154",14.475,"Hombre","Cheque","Casado/a"
"17155",48.8875,"Hombre","Tarjeta de Crédito","Casado/a"
"17156",14.86,"Hombre","Tarjeta de Crédito","Casado/a"
"17157",9.5875,"Hombre","Tarjeta de Crédito","Soltero/a"
"17158",7.8125,"Hombre","Cheque","Soltero/a"
"17159",147.05,"Empresa","Tarjeta de Crédito",""
"17160",9.04,"Empresa","Tarjeta de Crédito",""
"17161",29.81,"Hombre","Tarjeta de Crédito","Soltero/a"
"17162",25,"Hombre","Tarjeta de Crédito","Soltero/a"
"17163",58.55,"Hombre","Otra Tarjeta","Casado/a"
"17164",73.575,"Hombre","Cheque","Casado/a"
"17165",27.7075,"Mujer","Efectivo","Casado/a"
"17166",36.215,"Mujer","Cheque","Soltero/a"
"17167",17.575,"Mujer","Tarjeta de Crédito","Soltero/a"
"17168",15.6825,"Mujer","Tarjeta de Crédito","Soltero/a"
"17169",40.81,"Mujer","Otra Tarjeta","Casado/a"
"17170",122.8125,"Mujer","Cheque","Casado/a"
"17171",59.425,"Mujer","Otra Tarjeta","Casado/a"
"17172",59.045,"Mujer","Cheque","Casado/a"
"17173",8.0125,"Mujer","Cheque","Divorciado/a"
"17174",33.715,"Mujer","Tarjeta de Crédito","Divorciado/a"
"17175",45.91,"Mujer","Tarjeta de Crédito","Divorciado/a"
"17176",62.95,"Mujer","Efectivo","Divorciado/a"
"17177",17.4,"Mujer","Tarjeta de Crédito","Soltero/a"
